,isic_id,sample_probability
201,ISIC_0026745,0.0001546056017259197
202,ISIC_0026746,0.00011337744843528865
203,ISIC_0026754,4.5963833597819e-05
204,ISIC_0026770,0.00012147587377893356
205,ISIC_0026774,0.00010629135492015567
206,ISIC_0026796,5.864352697048104e-05
207,ISIC_0026802,0.00011337746583300044
208,ISIC_0026811,7.394182800592826e-05
209,ISIC_0026823,7.394183216327213e-05
210,ISIC_0026847,0.00028344368095306914
211,ISIC_0026853,6.073792849280338e-05
212,ISIC_0026868,7.394181287048226e-05
213,ISIC_0026870,7.086090374181978e-05
214,ISIC_0026877,0.0004251654586260698
215,ISIC_0026892,0.0003401323360077751
216,ISIC_0026897,0.0017006620441363499
217,ISIC_0026909,4.475426576483579e-05
218,ISIC_0026916,0.00010003894864320741
219,ISIC_0026930,0.00012147586608962353
220,ISIC_0026950,0.0001889624408328642
221,ISIC_0026954,6.802647960707453e-05
222,ISIC_0026963,2.0007790214970248e-05
223,ISIC_0026976,2.1527366976698828e-05
224,ISIC_0026989,0.00010629137675137886
225,ISIC_0026993,0.0008503312728372057
226,ISIC_0026996,0.00014172183701136252
227,ISIC_0027021,0.0005668873836292219
228,ISIC_0027030,3.036896422056531e-05
229,ISIC_0027033,0.00010629138724957567
230,ISIC_0027043,0.0008503311518969927
231,ISIC_0027060,0.0005668874289559999
232,ISIC_0027063,7.086091048126285e-05
233,ISIC_0027065,0.00012147587913199544
234,ISIC_0027067,8.950851893185033e-05
235,ISIC_0027069,7.394183216327213e-05
236,ISIC_0027071,0.00021258274857909585
237,ISIC_0027076,0.00012147584363816021
238,ISIC_0027089,0.0002834436996246816
239,ISIC_0027100,8.503310451043172e-05
240,ISIC_0027101,0.00010629137775852187
241,ISIC_0027102,0.0008503310898662911
242,ISIC_0027105,5.153520736725159e-05
243,ISIC_0027125,2.0995830661500696e-05
244,ISIC_0027126,0.0001000389486415422
245,ISIC_0027130,3.697091181884211e-05
246,ISIC_0027144,0.00010629140037112226
247,ISIC_0027149,0.000242951699725396
248,ISIC_0027155,4.049195448899079e-05
249,ISIC_0027163,0.0003401324715214271
250,ISIC_0027171,0.00011337748568140506
251,ISIC_0027174,0.00034013239846057995
252,ISIC_0027179,0.00010629133981913518
253,ISIC_0027187,5.66887220148526e-05
254,ISIC_0027190,2.0489904146221085e-05
255,ISIC_0027204,3.2705044277372004e-05
256,ISIC_0027234,0.000154605614919522
257,ISIC_0027238,6.298748311616112e-05
258,ISIC_0027253,2.0245974537073137e-05
259,ISIC_0027260,6.5410076358696e-05
260,ISIC_0027261,0.0004251655705359875
261,ISIC_0027263,4.147956329278115e-05
262,ISIC_0027277,0.0017006620441363499
263,ISIC_0027282,0.0001000389486415422
264,ISIC_0027300,6.802647960707453e-05
265,ISIC_0027302,0.00024295178759658947
266,ISIC_0027306,0.000283443674022725
267,ISIC_0027327,0.00012147586608962353
268,ISIC_0027328,1.8688595229426733e-05
269,ISIC_0027350,5.1535220714592606e-05
270,ISIC_0027352,3.09211267868693e-05
271,ISIC_0027359,0.00013082017682839467
272,ISIC_0027387,3.865141009400795e-05
273,ISIC_0027402,2.3296742061980384e-05
274,ISIC_0027407,0.00021258272012290868
275,ISIC_0027420,5.153520879998203e-05
276,ISIC_0027436,2.7430037337997094e-05
277,ISIC_0027442,0.00021258275551704373
278,ISIC_0027480,0.00012147586029545358
279,ISIC_0027487,3.697091181884211e-05
280,ISIC_0027502,0.00015460564933144526
281,ISIC_0027507,8.950853341058026e-05
282,ISIC_0027517,0.00021258277678319344
283,ISIC_0027552,0.00010629138293340789
284,ISIC_0027560,0.0001417218343840091
285,ISIC_0027561,2.5767609161186353e-05
286,ISIC_0027573,7.394183216327213e-05
287,ISIC_0027590,4.845190876183065e-05
288,ISIC_0027604,0.0008503310960063445
289,ISIC_0027616,0.00010629138464476845
290,ISIC_0027620,0.001700661843119303
291,ISIC_0027622,2.6572844439630474e-05
292,ISIC_0027651,0.00017006621781477142
293,ISIC_0027659,8.503311565783107e-05
294,ISIC_0027663,1.5050106237745868e-05
295,ISIC_0027669,0.00015460564037603176
296,ISIC_0027673,3.4013237157297084e-05
297,ISIC_0027693,0.0001700661746685388
298,ISIC_0027702,0.00056688729248142
299,ISIC_0027721,3.14937406423469e-05
300,ISIC_0027742,0.00042516557193639736
301,ISIC_0027769,4.859034257648182e-05
302,ISIC_0027776,3.4013237444179256e-05
303,ISIC_0027793,0.00021258273613481484
304,ISIC_0027797,4.4754271866930585e-05
305,ISIC_0027822,4.251655419374207e-05
306,ISIC_0027832,2.787970564157951e-05
307,ISIC_0027838,0.00042516560278182096
308,ISIC_0027863,0.0001700662420609854
309,ISIC_0027872,2.9836181702802256e-05
310,ISIC_0027900,0.00015460562982893593
311,ISIC_0027904,0.00011337744843528865
312,ISIC_0027956,0.00056688734804545
313,ISIC_0027964,0.00012147583980923843
314,ISIC_0028003,0.00018896247497130714
315,ISIC_0028017,0.0001062913812615274
316,ISIC_0028022,6.073792806207282e-05
317,ISIC_0028026,0.00015460564466216552
318,ISIC_0028029,0.00021258274832931763
319,ISIC_0028033,9.945392332059683e-05
320,ISIC_0028041,2.500973539647357e-05
321,ISIC_0028051,5.4860065939882264e-05
322,ISIC_0028056,7.730282327564805e-05
323,ISIC_0028065,0.00012147586029545355
324,ISIC_0028069,7.730282372211482e-05
325,ISIC_0028075,7.730282372211482e-05
326,ISIC_0028082,0.00024295170888734605
327,ISIC_0028086,0.00028344367402272503
328,ISIC_0028087,6.298748859306256e-05
329,ISIC_0028103,0.00042516549867168313
330,ISIC_0028109,7.086090367364809e-05
331,ISIC_0028114,3.955028009619419e-05
332,ISIC_0028126,0.000212582805993582
333,ISIC_0028127,0.0002429517205909071
334,ISIC_0028148,0.00015460564466216552
335,ISIC_0028156,3.2705039310314416e-05
336,ISIC_0028173,2.882478237799274e-05
337,ISIC_0028198,0.0002834436446221142
338,ISIC_0028211,0.00014172184156207215
339,ISIC_0028215,0.00013082015309052796
340,ISIC_0028218,1.7715231339325543e-05
341,ISIC_0028219,7.730282372211482e-05
342,ISIC_0028220,0.00015460562982893593
343,ISIC_0028225,0.0001889624493484833
344,ISIC_0028227,0.00018896247324792296
345,ISIC_0028228,0.00021258273009275029
346,ISIC_0028285,6.541008060325837e-05
347,ISIC_0028288,4.596383682452441e-05
348,ISIC_0028291,4.475426431937762e-05
349,ISIC_0028306,4.7240602261221005e-05
350,ISIC_0028317,1.9547839587774136e-05
351,ISIC_0028325,2.834436831241444e-05
352,ISIC_0028326,4.4754271866930585e-05
353,ISIC_0028352,0.00024295173305963522
354,ISIC_0028361,0.00042516551103408747
355,ISIC_0028410,0.00024295173833104958
356,ISIC_0028412,0.00011337747672912484
357,ISIC_0028415,7.086092437691916e-05
358,ISIC_0028418,4.724061233712083e-05
359,ISIC_0028442,0.00028344370613783227
360,ISIC_0028445,0.00042516557193639736
361,ISIC_0028460,0.00014172183391335022
362,ISIC_0028463,0.00021258272012290868
363,ISIC_0028465,0.00012147583980923843
364,ISIC_0028467,0.00024295176723601944
365,ISIC_0028481,7.730282327564805e-05
366,ISIC_0028489,0.00011337745551811903
367,ISIC_0028493,7.394183216327213e-05
368,ISIC_0028505,6.8026481765454e-05
369,ISIC_0028508,0.0001308201424269468
370,ISIC_0028512,4.251655419374207e-05
371,ISIC_0028519,0.00011337745893395844
372,ISIC_0028520,0.0008503311875830029
373,ISIC_0028537,0.0001700661973277811
374,ISIC_0028543,0.0008503309929044104
375,ISIC_0028548,0.0001308201399128153
376,ISIC_0028565,0.00013082015724125766
377,ISIC_0028567,0.0008503309929361166
378,ISIC_0028579,3.1493747592220956e-05
379,ISIC_0028582,5.4860065939882264e-05
380,ISIC_0028584,0.0008503311469437
381,ISIC_0028642,0.00013082017705614684
382,ISIC_0028655,0.00010003894933412256
383,ISIC_0028666,7.730281260414753e-05
384,ISIC_0028685,7.394183216327213e-05
385,ISIC_0028696,3.2705039310314416e-05
386,ISIC_0028709,1.889624286863325e-05
387,ISIC_0028718,0.0005668873280677084
388,ISIC_0028746,0.00011337747672912484
389,ISIC_0028760,0.0002429517302948939
390,ISIC_0028764,0.00015460562982893593
391,ISIC_0028773,0.0002125827856466335
392,ISIC_0028777,0.00021258275551704368
393,ISIC_0028847,0.0002429517434262915
394,ISIC_0028860,3.470738664544493e-05
395,ISIC_0028878,7.394182800592826e-05
396,ISIC_0028897,0.00024295173305963522
397,ISIC_0028898,5.48600691409814e-05
398,ISIC_0028899,4.5963835268767245e-05
399,ISIC_0028900,6.298748130511958e-05
400,ISIC_0028901,0.00034013244616348435
401,ISIC_0028915,4.845190876183065e-05
402,ISIC_0028916,6.073792849280338e-05
403,ISIC_0028929,0.00010629137775852187
404,ISIC_0028930,4.049195448899079e-05
405,ISIC_0028965,0.00170066219961831
406,ISIC_0028968,5.314568714477396e-05
407,ISIC_0028969,6.802647438820626e-05
408,ISIC_0028984,0.0002429517205909071
409,ISIC_0029000,0.000283443674022725
410,ISIC_0029013,0.0008503308664405137
411,ISIC_0029017,5.486006397826928e-05
412,ISIC_0029021,3.2705039310314416e-05
413,ISIC_0029028,3.270504247260101e-05
414,ISIC_0029033,0.00011337748568140506
415,ISIC_0029056,0.00018896249468258156
416,ISIC_0029081,5.668873480454501e-05
417,ISIC_0029089,1.4291279044720825e-05
418,ISIC_0029092,0.0008503311340621973
419,ISIC_0029094,0.00042516549509760275
420,ISIC_0029146,4.859034197779183e-05
421,ISIC_0029157,0.000154605614919522
422,ISIC_0029163,2.395298444063717e-05
423,ISIC_0029170,8.098390408915394e-05
424,ISIC_0029172,2.787970564157951e-05
425,ISIC_0029209,3.334631935035294e-05
426,ISIC_0029212,0.00012147587913199544
427,ISIC_0029216,0.0003401323344916409
428,ISIC_0029238,0.00028344370613783227
429,ISIC_0029241,6.541007862062885e-05
430,ISIC_0029242,8.503310451043172e-05
431,ISIC_0029265,0.0002834436336368307
432,ISIC_0029271,8.503311461797395e-05
433,ISIC_0029272,8.950852863875526e-05
434,ISIC_0029281,0.00011337747672912484
435,ISIC_0029316,0.00021258274857909585
436,ISIC_0029318,2.882478237799274e-05
437,ISIC_0029319,0.0001308201424269468
438,ISIC_0029343,3.208796309691225e-05
439,ISIC_0029353,1.889624286863325e-05
440,ISIC_0029363,5.668873591336873e-05
441,ISIC_0029370,6.29874893666963e-05
442,ISIC_0029397,0.00012147587377893356
443,ISIC_0029434,0.0008503311340621973
444,ISIC_0029453,0.00012147586029545355
445,ISIC_0029454,8.098391232164798e-05
446,ISIC_0029473,0.0001889624664164544
447,ISIC_0029480,4.859034257648182e-05
448,ISIC_0029495,0.00014172183701136252
449,ISIC_0029502,7.730282372211482e-05
450,ISIC_0029512,9.448122939435356e-05
451,ISIC_0029513,4.859034197779183e-05
452,ISIC_0029538,0.000170066204413635
453,ISIC_0029547,3.09211267868693e-05
454,ISIC_0029558,2.2981918825675923e-05
455,ISIC_0029562,0.00012147586029545355
456,ISIC_0029570,7.086090896669504e-05
457,ISIC_0029571,5.001947610761495e-05
458,ISIC_0029574,0.000283443674022725
459,ISIC_0029575,0.0002834437015099074
460,ISIC_0029591,3.334631724965848e-05
461,ISIC_0029606,0.0002834437015099074
462,ISIC_0029630,0.00010629137775852187
463,ISIC_0029632,7.394183216327213e-05
464,ISIC_0029642,0.00056688734804545
465,ISIC_0029651,4.845190876183065e-05
466,ISIC_0029652,0.00024295173228874132
467,ISIC_0029660,0.00014172183701136252
468,ISIC_0029698,0.0001700662294174485
469,ISIC_0029705,0.0002834436996246816
470,ISIC_0029726,0.00028344370613783227
471,ISIC_0029740,6.073792806207282e-05
472,ISIC_0029744,0.0017006619940776423
473,ISIC_0029780,5.314568714477396e-05
474,ISIC_0029819,9.448122211058179e-05
475,ISIC_0029839,2.180335954020962e-05
476,ISIC_0029843,8.21575888921223e-05
477,ISIC_0029859,0.00011337745893395844
478,ISIC_0029884,0.00010003894864320741
479,ISIC_0029885,0.00015460562982893593
480,ISIC_0029893,0.0002834436979054899
481,ISIC_0029909,0.0001062913661165534
482,ISIC_0029913,5.8643518763322414e-05
483,ISIC_0029914,0.0005668872892442284
484,ISIC_0029933,0.0005668874307864929
485,ISIC_0029937,0.0003401324334180957
486,ISIC_0029958,1.9108559364463396e-05
487,ISIC_0029995,0.00013082012946197778
488,ISIC_0030002,6.298748130511958e-05
489,ISIC_0030014,0.00042516549867168313
490,ISIC_0030031,0.0002125827640080322
491,ISIC_0030032,0.00013082015309052796
492,ISIC_0030034,0.0005668873285793463
493,ISIC_0030047,9.448121614220097e-05
494,ISIC_0030060,0.0003401324715214271
495,ISIC_0030080,6.802648176545398e-05
496,ISIC_0030083,6.802647438820626e-05
497,ISIC_0030089,6.541008060325837e-05
498,ISIC_0030106,0.0001889624648108479
499,ISIC_0030107,8.21575888921223e-05
500,ISIC_0030110,0.0001000389380155224
501,ISIC_0030119,0.00034013243175092157
502,ISIC_0030122,1.8286687121728487e-05
503,ISIC_0030129,4.049195448899079e-05
504,ISIC_0030134,0.00011337745893395844
505,ISIC_0030150,2.073978102605305e-05
506,ISIC_0030165,0.00024295174410901956
507,ISIC_0030171,2.5383017518014665e-05
508,ISIC_0030183,5.3145688879260934e-05
509,ISIC_0030187,0.001700662362513119
510,ISIC_0030192,0.00021258274857909585
511,ISIC_0030211,0.000283443674022725
512,ISIC_0030223,0.00017006617842779047
513,ISIC_0030238,8.950853146002269e-05
514,ISIC_0030246,7.73028173499358e-05
515,ISIC_0030255,4.147956548892829e-05
516,ISIC_0030277,5.668873591336873e-05
517,ISIC_0030281,1.889624286863325e-05
518,ISIC_0030324,2.657283874833297e-05
519,ISIC_0030333,0.0005668872672736614
520,ISIC_0030356,0.00014172184126161428
521,ISIC_0030360,0.00010003894864320741
522,ISIC_0030366,0.00012147585612920148
523,ISIC_0030382,3.270504397823076e-05
524,ISIC_0030390,8.95085241217842e-05
525,ISIC_0030391,0.00014172183701136252
526,ISIC_0030417,7.394183216327213e-05
527,ISIC_0030423,4.845190876183065e-05
528,ISIC_0030440,0.00017006617573293381
529,ISIC_0030443,8.950853341058026e-05
530,ISIC_0030445,0.0001308201533905879
531,ISIC_0030486,0.00011337747238122765
532,ISIC_0030501,0.0005668873650464571
533,ISIC_0030507,7.394182800592826e-05
534,ISIC_0030512,0.00024295173833104958
535,ISIC_0030521,5.6688740196450326e-05
536,ISIC_0030539,0.00014172183701136252
537,ISIC_0030552,0.00014172184156207215
538,ISIC_0030564,5.864351876332241e-05
539,ISIC_0030575,4.2516540465221924e-05
540,ISIC_0030604,0.00021258273613481484
541,ISIC_0030616,8.95085241217842e-05
542,ISIC_0030623,0.00013082015309052796
543,ISIC_0030653,0.0001700662294174485
544,ISIC_0030681,0.0008503311376627957
545,ISIC_0030689,0.00012147586029545355
546,ISIC_0030695,0.00011337744843528865
547,ISIC_0030747,0.00012147584291844344
548,ISIC_0030754,0.00021258274857909585
549,ISIC_0030756,6.802648176545398e-05
550,ISIC_0030759,0.0004251654968737517
551,ISIC_0030760,0.00013082015724125766
552,ISIC_0030784,2.932176251550874e-05
553,ISIC_0030795,0.0001133774440297052
554,ISIC_0030798,0.00013082017682839467
555,ISIC_0030818,0.00014172183701136252
556,ISIC_0030824,0.0017006623773944557
557,ISIC_0030828,0.00017006621962815057
558,ISIC_0030843,0.00017006622814488812
559,ISIC_0030883,0.00034013240882727
560,ISIC_0030898,0.00014172183701136252
561,ISIC_0030901,5.864351876332241e-05
562,ISIC_0030910,5.486006046379888e-05
563,ISIC_0030925,0.0001308201424269468
564,ISIC_0030929,0.0003401324268710476
565,ISIC_0030932,4.147956548892829e-05
566,ISIC_0030950,3.543045925284062e-05
567,ISIC_0030951,4.1479562052106104e-05
568,ISIC_0030970,0.0003401324417150505
569,ISIC_0030995,4.147956329278115e-05
570,ISIC_0031005,4.8590337690903656e-05
571,ISIC_0031013,5.486006855550892e-05
572,ISIC_0031023,0.00042516555147337746
573,ISIC_0031025,3.543045925284062e-05
574,ISIC_0031034,0.00042516554852654106
575,ISIC_0031077,0.00042516549867168313
576,ISIC_0031087,2.787970564157951e-05
577,ISIC_0031118,1.9775138349741534e-05
578,ISIC_0031146,0.00042516557193639736
579,ISIC_0031170,5.486006855550892e-05
580,ISIC_0031177,0.00018896246009354005
581,ISIC_0031186,2.0245978257675136e-05
582,ISIC_0031189,5.864351713184239e-05
583,ISIC_0031203,0.0004251654958315869
584,ISIC_0031208,0.00012147583980923843
585,ISIC_0031233,0.00028344366124929623
586,ISIC_0031239,5.864351723480326e-05
587,ISIC_0031295,6.073792849280338e-05
588,ISIC_0031303,4.360672694099076e-05
589,ISIC_0031310,0.00018896249468258156
590,ISIC_0031339,2.0245978257675136e-05
591,ISIC_0031350,0.00015460564933144526
592,ISIC_0031368,3.955027461638723e-05
593,ISIC_0031369,1.9547839587774136e-05
594,ISIC_0031377,0.0001700662118277201
595,ISIC_0031386,0.00028344367402272503
596,ISIC_0031389,7.730281260414753e-05
597,ISIC_0031401,7.394183216327213e-05
598,ISIC_0031406,7.730282372211482e-05
599,ISIC_0031408,0.00010629137775852187
600,ISIC_0031410,0.0017006622063217777
601,ISIC_0031417,0.0001700662294174485
602,ISIC_0031479,8.098390400967263e-05
603,ISIC_0031494,0.0017006622499663013
604,ISIC_0031498,0.0005668873756354059
605,ISIC_0031499,0.000340132416587351
606,ISIC_0031517,2.0007790214970248e-05
607,ISIC_0031529,7.730281260414753e-05
608,ISIC_0031543,5.314568714477396e-05
609,ISIC_0031545,7.086090531593643e-05
610,ISIC_0031550,0.0002834436537516184
611,ISIC_0031554,0.0001308201533905879
612,ISIC_0031557,4.859034197779183e-05
613,ISIC_0031561,0.00021258274857909585
614,ISIC_0031565,4.8590337690903656e-05
615,ISIC_0031586,7.086090896669504e-05
616,ISIC_0031598,0.00017006624119628576
617,ISIC_0031642,8.098390166662325e-05
618,ISIC_0031666,0.00042516551103408747
619,ISIC_0031670,9.448122939435356e-05
620,ISIC_0031709,6.54100754621096e-05
621,ISIC_0031711,0.00024295167071599475
622,ISIC_0031718,0.0001889624278568785
623,ISIC_0031741,0.00018896245597667196
624,ISIC_0031745,4.147956548892829e-05
625,ISIC_0031746,0.00012147586029545355
626,ISIC_0031778,6.802647068778184e-05
627,ISIC_0031779,3.14937406423469e-05
628,ISIC_0031784,0.00024295176156333744
629,ISIC_0031795,8.503311125051918e-05
630,ISIC_0031821,7.086090367364809e-05
631,ISIC_0031844,8.950852863875526e-05
632,ISIC_0031890,2.2981918825675923e-05
633,ISIC_0031900,2.3952987088137512e-05
634,ISIC_0031908,0.0005668874289559999
635,ISIC_0031915,7.394182800592826e-05
636,ISIC_0031931,3.7792494649584605e-05
637,ISIC_0031941,8.950853820523721e-05
638,ISIC_0031953,2.329673862988422e-05
639,ISIC_0031957,5.668873591336873e-05
640,ISIC_0031958,1.735369570538322e-05
641,ISIC_0031972,9.448122007660754e-05
642,ISIC_0031977,0.0002125827746204906
643,ISIC_0031999,6.541008060325837e-05
644,ISIC_0032017,8.950851893185033e-05
645,ISIC_0032019,8.950853702247282e-05
646,ISIC_0032036,5.864351876332241e-05
647,ISIC_0032044,4.251655616199363e-05
648,ISIC_0032046,2.7879703942323115e-05
