isic_id,hair_density,high_hair_density
ISIC_0034676,7.222222222222222e-05,0
ISIC_0034677,0.0002805555555555,0
ISIC_0034678,0.0003361111111111,0
ISIC_0034680,0.0210444444444444,0
ISIC_0034681,0.0014166666666666,0
ISIC_0034683,0.0004277777777777,0
ISIC_0034687,0.0150666666666666,0
ISIC_0034688,0.0564916666666666,1
ISIC_0034689,0.0016805555555555,0
ISIC_0034690,0.0061166666666666,0
ISIC_0034696,3.611111111111111e-05,0
ISIC_0034697,0.0016361111111111,0
ISIC_0034698,2.2222222222222223e-05,0
ISIC_0034700,0.0001083333333333,0
ISIC_0034701,0.013575,0
ISIC_0034702,0.0,0
ISIC_0034703,0.0009555555555555,0
ISIC_0034704,0.0001861111111111,0
ISIC_0034705,0.0094305555555555,0
ISIC_0034707,0.0549972222222222,1
ISIC_0034708,0.0003277777777777,0
ISIC_0034709,0.0006416666666666,0
ISIC_0034713,0.0016194444444444,0
ISIC_0034714,0.0076805555555555,0
ISIC_0034715,0.0003972222222222,0
ISIC_0034716,8.055555555555556e-05,0
ISIC_0034717,0.0026444444444444,0
ISIC_0034718,0.0073277777777777,0
ISIC_0034721,0.0009972222222222,0
ISIC_0034722,0.0001416666666666,0
ISIC_0034725,0.1201,1
ISIC_0034726,0.0011361111111111,0
ISIC_0034727,0.0012388888888888,0
ISIC_0034728,0.0002166666666666,0
ISIC_0034729,1.388888888888889e-05,0
ISIC_0034730,0.0042027777777777,0
ISIC_0034731,0.0043611111111111,0
ISIC_0034732,0.0017472222222222,0
ISIC_0034735,0.0002055555555555,0
ISIC_0034736,0.0014194444444444,0
ISIC_0034737,0.018825,0
ISIC_0034738,0.0002444444444444,0
ISIC_0034740,0.0898888888888889,1
ISIC_0034741,4.722222222222222e-05,0
ISIC_0034742,0.0010638888888888,0
ISIC_0034743,0.0169,0
ISIC_0034744,0.000475,0
ISIC_0034745,0.0474333333333333,1
ISIC_0034747,0.0009222222222222,0
ISIC_0034749,0.001975,0
ISIC_0034752,0.0002805555555555,0
ISIC_0034754,0.0006472222222222,0
ISIC_0034756,0.0080833333333333,0
ISIC_0034757,0.0002166666666666,0
ISIC_0034761,0.0006,0
ISIC_0034762,1.1111111111111112e-05,0
ISIC_0034763,0.0008,0
ISIC_0034764,0.0197027777777777,0
ISIC_0034765,0.0454972222222222,0
ISIC_0034767,0.0051,0
ISIC_0034768,0.00035,0
ISIC_0034769,0.0573416666666666,1
ISIC_0034771,0.0177861111111111,0
ISIC_0034772,0.0963,1
ISIC_0034773,0.0025444444444444,0
ISIC_0034774,0.0007666666666666,0
ISIC_0034776,0.0009444444444444,0
ISIC_0034777,0.0003111111111111,0
ISIC_0034778,0.00765,0
ISIC_0034779,0.0082527777777777,0
ISIC_0034780,0.0003388888888888,0
ISIC_0034781,0.0,0
ISIC_0034783,0.0608361111111111,1
ISIC_0034784,0.0033083333333333,0
ISIC_0034786,0.002025,0
ISIC_0034787,7.5e-05,0
ISIC_0034788,0.0002083333333333,0
ISIC_0034789,0.0377916666666666,1
ISIC_0034790,0.1195027777777777,1
ISIC_0034791,0.0094916666666666,0
ISIC_0034792,0.0004666666666666,0
ISIC_0034793,0.0076944444444444,0
ISIC_0034795,0.0001388888888888,0
ISIC_0034797,0.0077777777777777,0
ISIC_0034798,0.0003888888888888,0
ISIC_0034800,0.0177666666666666,0
ISIC_0034801,6.111111111111111e-05,0
ISIC_0034803,0.0198916666666666,0
ISIC_0034804,0.0039666666666666,0
ISIC_0034806,0.0194055555555555,0
ISIC_0034807,0.0616222222222222,1
ISIC_0034808,0.021575,1
ISIC_0034809,0.0004138888888888,0
ISIC_0034810,0.1303833333333333,1
ISIC_0034811,0.00215,0
ISIC_0034813,0.0151361111111111,0
ISIC_0034815,0.0041777777777777,0
ISIC_0034816,0.0007611111111111,0
ISIC_0034817,0.0098611111111111,0
ISIC_0034818,0.0059555555555555,0
ISIC_0034819,0.0217,0
ISIC_0034821,0.0024472222222222,0
ISIC_0034823,0.0936583333333333,1
ISIC_0034824,0.00015,0
ISIC_0034827,6.666666666666667e-05,0
ISIC_0034828,8.333333333333334e-06,0
ISIC_0034829,0.0001555555555555,0
ISIC_0034830,0.0009972222222222,0
ISIC_0034831,0.0002222222222222,0
ISIC_0034832,0.0136527777777777,0
ISIC_0034834,0.0041361111111111,0
ISIC_0034835,0.0004694444444444,0
ISIC_0034836,0.0051805555555555,0
ISIC_0034837,0.1064777777777777,1
ISIC_0034838,0.0005611111111111,0
ISIC_0034839,0.000725,0
ISIC_0034841,0.0125055555555555,0
ISIC_0034843,0.0039305555555555,0
ISIC_0034844,0.0002055555555555,0
ISIC_0034845,0.0010666666666666,0
ISIC_0034846,0.0037388888888888,0
ISIC_0034847,0.0001166666666666,0
ISIC_0034848,0.0002555555555555,0
ISIC_0034851,0.0001583333333333,0
ISIC_0034852,0.0019694444444444,0
ISIC_0034853,0.0009555555555555,0
ISIC_0034854,0.0,0
ISIC_0034855,0.0005555555555555,0
ISIC_0034856,0.0038055555555555,0
ISIC_0034857,0.0001916666666666,0
ISIC_0034859,0.008725,0
ISIC_0034860,0.0003333333333333,0
ISIC_0034861,0.0022388888888888,0
ISIC_0034862,0.0045138888888888,0
ISIC_0034863,0.0140166666666666,0
ISIC_0034864,0.0102666666666666,0
ISIC_0034865,0.0001666666666666,0
ISIC_0034866,0.0098611111111111,0
ISIC_0034867,0.0012722222222222,0
ISIC_0034868,0.0599694444444444,1
ISIC_0034869,0.0004305555555555,0
ISIC_0034871,0.0059194444444444,0
ISIC_0034872,0.0013416666666666,0
ISIC_0034873,0.0023277777777777,0
ISIC_0034874,0.0309805555555555,1
ISIC_0034875,0.0082166666666666,0
ISIC_0034877,0.0183777777777777,0
ISIC_0034878,0.0005611111111111,0
ISIC_0034880,0.0342027777777777,1
ISIC_0034881,0.0010666666666666,0
ISIC_0034882,0.0063944444444444,0
ISIC_0034883,0.0441694444444444,1
ISIC_0034884,0.0017972222222222,0
ISIC_0034885,0.0008833333333333,0
ISIC_0034886,0.0002361111111111,0
ISIC_0034889,0.0,0
ISIC_0034890,0.0184555555555555,0
ISIC_0034892,0.0752888888888888,1
ISIC_0034893,0.0057111111111111,0
ISIC_0034894,0.0017416666666666,0
ISIC_0034895,0.0215944444444444,1
ISIC_0034897,0.0042388888888888,0
ISIC_0034900,0.0001666666666666,0
ISIC_0034901,0.003275,0
ISIC_0034902,0.0009527777777777,0
ISIC_0034903,0.00075,0
ISIC_0034904,0.0075083333333333,0
ISIC_0034907,0.0022388888888888,0
ISIC_0034908,0.0002527777777777,0
ISIC_0034909,0.0077694444444444,0
ISIC_0034912,0.0011333333333333,0
ISIC_0034913,0.0007944444444444,0
ISIC_0034916,0.0383472222222222,1
ISIC_0034917,0.00065,0
ISIC_0034918,0.0054,0
ISIC_0034919,0.1797777777777778,1
ISIC_0034920,0.0083638888888888,0
ISIC_0034921,0.0030638888888888,0
ISIC_0034922,0.0007083333333333,0
ISIC_0034923,0.004875,0
ISIC_0034924,0.0006111111111111,0
ISIC_0034925,0.0072888888888888,0
ISIC_0034926,0.0132,0
ISIC_0034927,0.0248361111111111,1
ISIC_0034928,0.0006194444444444,0
ISIC_0034932,0.0084,0
ISIC_0034933,0.0004472222222222,0
ISIC_0034934,0.0037472222222222,0
ISIC_0034935,0.0032805555555555,0
ISIC_0034938,0.0003722222222222,0
ISIC_0034940,0.0002722222222222,0
ISIC_0034941,0.0039611111111111,0
ISIC_0034942,0.0128333333333333,0
ISIC_0034943,8.888888888888889e-05,0
ISIC_0034944,0.0012555555555555,0
ISIC_0034945,0.0036583333333333,0
ISIC_0034947,4.4444444444444447e-05,0
ISIC_0034949,0.0212472222222222,0
ISIC_0034950,0.0003111111111111,0
ISIC_0034955,0.0831722222222222,1
ISIC_0034956,0.0017444444444444,0
ISIC_0034957,0.0044722222222222,0
ISIC_0034958,0.0362388888888888,0
ISIC_0034959,0.0722138888888888,1
ISIC_0034962,0.0004333333333333,0
ISIC_0034964,0.0006388888888888,0
ISIC_0034965,0.0,0
ISIC_0034967,0.0154222222222222,0
ISIC_0034968,0.0025583333333333,0
ISIC_0034971,0.0042388888888888,0
ISIC_0034973,0.0861583333333333,1
ISIC_0034974,0.0175416666666666,0
ISIC_0034975,0.0021333333333333,0
ISIC_0034976,0.0003,0
ISIC_0034977,0.0003611111111111,0
ISIC_0034978,0.0,0
ISIC_0034979,0.0006444444444444,0
ISIC_0034983,0.0021666666666666,0
ISIC_0034984,0.0031805555555555,0
ISIC_0034985,0.0084611111111111,0
ISIC_0034986,0.0089027777777777,0
ISIC_0034988,0.0225194444444444,1
ISIC_0034989,0.0001777777777777,0
ISIC_0034990,0.0004166666666666,0
ISIC_0034991,2.2222222222222223e-05,0
ISIC_0034992,0.01435,0
ISIC_0034996,0.00605,0
ISIC_0034998,0.0067388888888888,0
ISIC_0035000,0.0085527777777777,0
ISIC_0035002,0.0031138888888888,0
ISIC_0035003,0.0001194444444444,0
ISIC_0035005,0.0069694444444444,0
ISIC_0035006,0.0007388888888888,0
ISIC_0035007,0.0047277777777777,0
ISIC_0035009,0.0089805555555555,0
ISIC_0035011,0.0237666666666666,1
ISIC_0035013,0.0006111111111111,0
ISIC_0035014,0.0543027777777777,1
ISIC_0035015,0.0,0
ISIC_0035016,0.0036333333333333,0
ISIC_0035017,0.0005888888888888,0
ISIC_0035019,0.001775,0
ISIC_0035020,0.0004416666666666,0
ISIC_0035021,0.0022972222222222,0
ISIC_0035022,7.222222222222222e-05,0
ISIC_0035023,0.0061583333333333,0
ISIC_0035024,0.0044027777777777,0
ISIC_0035025,0.0005888888888888,0
ISIC_0035027,0.0005222222222222,0
ISIC_0035030,0.0001277777777777,0
ISIC_0035031,9.166666666666668e-05,0
ISIC_0035034,0.0089361111111111,0
ISIC_0035036,0.0235611111111111,1
ISIC_0035038,0.0046611111111111,0
ISIC_0035044,0.0013166666666666,0
ISIC_0035045,0.0002861111111111,0
ISIC_0035046,0.0029444444444444,0
ISIC_0035047,0.0088111111111111,0
ISIC_0035048,0.0015611111111111,0
ISIC_0035049,0.0001361111111111,0
ISIC_0035050,0.0133944444444444,0
ISIC_0035051,0.0146416666666666,0
ISIC_0035052,0.0137944444444444,0
ISIC_0035053,2.5e-05,0
ISIC_0035055,0.0016166666666666,0
ISIC_0035056,0.0001805555555555,0
ISIC_0035058,0.0005638888888888,0
ISIC_0035059,0.0063222222222222,0
ISIC_0035060,0.0038333333333333,0
ISIC_0035061,0.0028722222222222,0
ISIC_0035062,0.0004944444444444,0
ISIC_0035063,0.0016083333333333,0
ISIC_0035065,2.777777777777778e-06,0
ISIC_0035066,9.166666666666668e-05,0
ISIC_0035067,0.0015277777777777,0
ISIC_0035068,0.0450916666666666,0
ISIC_0035070,0.0131138888888888,0
ISIC_0035071,0.02815,1
ISIC_0035073,0.00995,0
ISIC_0035074,0.0003944444444444,0
ISIC_0035077,0.003375,0
ISIC_0035079,0.0145472222222222,0
ISIC_0035080,0.0006694444444444,0
ISIC_0035081,0.0106611111111111,0
ISIC_0035082,0.0012972222222222,0
ISIC_0035083,0.0004277777777777,0
ISIC_0035084,0.0015472222222222,0
ISIC_0035085,0.0075472222222222,0
ISIC_0035086,7.222222222222222e-05,0
ISIC_0035087,0.0001055555555555,0
ISIC_0035088,0.0011638888888888,0
ISIC_0035089,0.00325,0
ISIC_0035090,0.0024083333333333,0
ISIC_0035091,0.0194555555555555,0
ISIC_0035092,0.00255,0
ISIC_0035093,0.1357944444444444,1
ISIC_0035094,0.0146111111111111,0
ISIC_0035096,0.0009361111111111,0
ISIC_0035097,0.0002916666666666,0
ISIC_0035098,0.0232805555555555,1
ISIC_0035099,0.0040694444444444,0
ISIC_0035100,0.0090777777777777,0
ISIC_0035101,0.0298416666666666,1
ISIC_0035102,0.0178694444444444,0
ISIC_0035103,0.0152277777777777,0
ISIC_0035105,0.0015638888888888,0
ISIC_0035107,0.0006,0
ISIC_0035108,0.0001222222222222,0
ISIC_0035111,0.0020166666666666,0
ISIC_0035113,0.0009583333333333,0
ISIC_0035114,0.0005944444444444,0
ISIC_0035116,0.0010722222222222,0
ISIC_0035118,0.0804611111111111,1
ISIC_0035121,0.0904888888888888,1
ISIC_0035122,0.0006027777777777,0
ISIC_0035123,0.0016277777777777,0
ISIC_0035124,0.0046277777777777,0
ISIC_0035126,0.0383166666666666,1
ISIC_0035129,0.0159722222222222,0
ISIC_0035130,0.0148861111111111,0
ISIC_0035132,0.0012666666666666,0
ISIC_0035133,0.0018722222222222,0
ISIC_0035134,0.0007583333333333,0
ISIC_0035135,0.0006583333333333,0
ISIC_0035137,0.0004805555555555,0
ISIC_0035138,0.0014277777777777,0
ISIC_0035139,0.0323361111111111,1
ISIC_0035140,0.0001305555555555,0
ISIC_0035143,3.888888888888889e-05,0
ISIC_0035144,0.0002916666666666,0
ISIC_0035145,0.0006888888888888,0
ISIC_0035146,0.0022861111111111,0
ISIC_0035148,0.0005222222222222,0
ISIC_0035150,0.0011305555555555,0
ISIC_0035152,0.0118333333333333,0
ISIC_0035153,5.555555555555556e-06,0
ISIC_0035156,0.0001888888888888,0
ISIC_0035157,4.722222222222222e-05,0
ISIC_0035158,0.037275,1
ISIC_0035160,0.0001611111111111,0
ISIC_0035161,0.00535,0
ISIC_0035162,0.0053416666666666,0
ISIC_0035164,0.0038388888888888,0
ISIC_0035165,0.0007166666666666,0
ISIC_0035166,0.0013777777777777,0
ISIC_0035167,0.0001777777777777,0
ISIC_0035169,0.0008194444444444,0
ISIC_0035170,0.0024722222222222,0
ISIC_0035172,0.0012333333333333,0
ISIC_0035173,0.0001777777777777,0
ISIC_0035175,0.0006861111111111,0
ISIC_0035176,0.00025,0
ISIC_0035177,0.017675,0
ISIC_0035178,0.007225,0
ISIC_0035181,0.00025,0
ISIC_0035182,0.0003972222222222,0
ISIC_0035184,0.0003361111111111,0
ISIC_0035186,0.0153611111111111,0
ISIC_0035187,0.0054166666666666,0
ISIC_0035188,0.0002583333333333,0
ISIC_0035189,0.0023222222222222,0
ISIC_0035191,0.003025,0
ISIC_0035192,0.0004444444444444,0
ISIC_0035193,0.0005305555555555,0
ISIC_0035195,0.0005777777777777,0
ISIC_0035196,0.01055,0
ISIC_0035197,0.0116916666666666,0
ISIC_0035198,0.0,0
ISIC_0035199,0.0101527777777777,0
ISIC_0035200,0.0185111111111111,0
ISIC_0035201,0.0001805555555555,0
ISIC_0035204,0.0011333333333333,0
ISIC_0035205,0.0016555555555555,0
ISIC_0035207,0.1109305555555555,1
ISIC_0035208,0.0015166666666666,0
ISIC_0035209,0.0001861111111111,0
ISIC_0035211,0.0001111111111111,0
ISIC_0035213,0.0030027777777777,0
ISIC_0035214,0.0260805555555555,1
ISIC_0035215,5e-05,0
ISIC_0035216,0.023375,1
ISIC_0035217,0.0031833333333333,0
ISIC_0035219,0.0005722222222222,0
ISIC_0035220,0.0041166666666666,0
ISIC_0035221,5.833333333333333e-05,0
ISIC_0035222,0.0006888888888888,0
ISIC_0035223,0.0004583333333333,0
ISIC_0035224,0.0045333333333333,0
ISIC_0035225,0.0029777777777777,0
ISIC_0035227,0.0013388888888888,0
ISIC_0035228,0.0387055555555555,1
ISIC_0035229,0.0186638888888888,0
ISIC_0035230,0.0004388888888888,0
ISIC_0035231,0.000625,0
ISIC_0035232,0.0222305555555555,0
ISIC_0035233,0.0012861111111111,0
ISIC_0035234,0.0007111111111111,0
ISIC_0035235,0.0041861111111111,0
ISIC_0035236,0.1643638888888889,1
ISIC_0035237,0.000525,0
ISIC_0035238,0.0004333333333333,0
ISIC_0035240,0.00625,0
ISIC_0035241,0.001975,0
ISIC_0035242,0.0024666666666666,0
ISIC_0035244,0.0239805555555555,1
ISIC_0035245,0.0017777777777777,0
ISIC_0035246,0.0125361111111111,0
ISIC_0035248,0.0039027777777777,0
ISIC_0035250,0.00705,0
ISIC_0035253,0.0021416666666666,0
ISIC_0035255,0.0006611111111111,0
ISIC_0035256,3.888888888888889e-05,0
ISIC_0035257,0.1783194444444444,1
ISIC_0035260,0.0005555555555555,0
ISIC_0035263,0.0046416666666666,0
ISIC_0035265,0.0048277777777777,0
ISIC_0035266,0.0011222222222222,0
ISIC_0035267,0.01085,0
ISIC_0035268,0.0012444444444444,0
ISIC_0035271,0.0333611111111111,1
ISIC_0035272,0.0086305555555555,0
ISIC_0035273,0.0025083333333333,0
ISIC_0035274,0.0012916666666666,0
ISIC_0035275,0.0138388888888888,0
ISIC_0035278,5.277777777777778e-05,0
ISIC_0035280,0.0132722222222222,0
ISIC_0035281,0.1024527777777777,1
ISIC_0035282,0.0002194444444444,0
ISIC_0035283,0.0004083333333333,0
ISIC_0035285,0.0003138888888888,0
ISIC_0035286,0.0006194444444444,0
ISIC_0035288,0.0013666666666666,0
ISIC_0035289,0.0005555555555555,0
ISIC_0035290,0.0202416666666666,1
ISIC_0035292,0.002475,0
ISIC_0035294,0.021,1
ISIC_0035295,0.0071833333333333,0
ISIC_0035296,0.0014638888888888,0
ISIC_0035297,0.0274166666666666,1
ISIC_0035298,0.0012277777777777,0
ISIC_0035299,0.0033277777777777,0
ISIC_0035300,0.0007777777777777,0
ISIC_0035301,0.0018527777777777,0
ISIC_0035302,0.0270805555555555,1
ISIC_0035303,0.0010138888888888,0
ISIC_0035304,0.0004027777777777,0
ISIC_0035306,0.0069527777777777,0
ISIC_0035307,0.0001555555555555,0
ISIC_0035309,0.0015916666666666,0
ISIC_0035311,0.0015027777777777,0
ISIC_0035312,8.888888888888889e-05,0
ISIC_0035313,0.0322833333333333,1
ISIC_0035314,0.0005944444444444,0
ISIC_0035315,0.0046388888888888,0
ISIC_0035319,0.0021222222222222,0
ISIC_0035320,0.0005111111111111,0
ISIC_0035323,0.0012527777777777,0
ISIC_0035324,0.0026111111111111,0
ISIC_0035325,0.0004972222222222,0
ISIC_0035326,0.0074972222222222,0
ISIC_0035327,0.012275,0
ISIC_0035328,0.0005333333333333,0
ISIC_0035329,0.0002055555555555,0
ISIC_0035333,0.027125,1
ISIC_0035335,0.0007138888888888,0
ISIC_0035336,0.0113805555555555,0
ISIC_0035337,0.0008638888888888,0
ISIC_0035339,0.0340944444444444,1
ISIC_0035341,0.0005361111111111,0
ISIC_0035342,3.3333333333333335e-05,0
ISIC_0035343,0.0067916666666666,0
ISIC_0035344,0.0007222222222222,0
ISIC_0035345,0.0085694444444444,0
ISIC_0035346,0.0291,0
ISIC_0035347,0.0001638888888888,0
ISIC_0035349,0.0037416666666666,0
ISIC_0035350,0.0019916666666666,0
ISIC_0035351,0.0371527777777777,0
ISIC_0035352,0.0161944444444444,0
ISIC_0035353,0.0120472222222222,0
ISIC_0035354,0.0004916666666666,0
ISIC_0035356,0.0025166666666666,0
ISIC_0035358,0.0238694444444444,1
ISIC_0035359,0.0003444444444444,0
ISIC_0035361,0.000275,0
ISIC_0035362,0.0259833333333333,1
ISIC_0035363,0.0006138888888888,0
ISIC_0035365,0.0002916666666666,0
ISIC_0035366,0.0095666666666666,0
ISIC_0035367,0.0033166666666666,0
ISIC_0035369,0.0001972222222222,0
ISIC_0035370,0.0036472222222222,0
ISIC_0035373,0.0015055555555555,0
ISIC_0035375,0.0004083333333333,0
ISIC_0035377,0.0021666666666666,0
ISIC_0035378,0.0026027777777777,0
ISIC_0035379,0.0009083333333333,0
ISIC_0035380,0.0559333333333333,1
ISIC_0035381,0.0046277777777777,0
ISIC_0035382,0.0108083333333333,0
ISIC_0035383,0.0009666666666666,0
ISIC_0035384,0.001725,0
ISIC_0035385,0.0059916666666666,0
ISIC_0035386,0.0010277777777777,0
ISIC_0035387,0.0024611111111111,0
ISIC_0035390,6.38888888888889e-05,0
ISIC_0035392,0.0051555555555555,0
ISIC_0035393,0.0136,0
ISIC_0035394,0.0110888888888888,0
ISIC_0035395,0.0809055555555555,1
ISIC_0035396,0.0004083333333333,0
ISIC_0035397,0.0695555555555555,1
ISIC_0035398,0.0219055555555555,1
ISIC_0035399,0.0045305555555555,0
ISIC_0035400,0.0023388888888888,0
ISIC_0035401,2.777777777777778e-05,0
ISIC_0035402,0.0006722222222222,0
ISIC_0035404,8.888888888888889e-05,0
ISIC_0035405,0.0581416666666666,1
ISIC_0035406,0.0008472222222222,0
ISIC_0035407,0.0013527777777777,0
ISIC_0035408,0.0016722222222222,0
ISIC_0035409,0.0029777777777777,0
ISIC_0035410,0.0200944444444444,0
ISIC_0035411,3.611111111111111e-05,0
ISIC_0035412,0.0030972222222222,0
ISIC_0035413,0.0039527777777777,0
ISIC_0035414,0.0062916666666666,0
ISIC_0035417,0.0013583333333333,0
ISIC_0035418,0.0051694444444444,0
ISIC_0035419,0.0023,0
ISIC_0035420,0.0068527777777777,0
ISIC_0035422,0.0043361111111111,0
ISIC_0035423,0.0618194444444444,1
ISIC_0035425,0.0004222222222222,0
ISIC_0035427,0.0006555555555555,0
ISIC_0035428,0.0003166666666666,0
ISIC_0035429,0.0279055555555555,1
ISIC_0035430,0.0296388888888888,1
ISIC_0035431,0.0014777777777777,0
ISIC_0035433,0.0071694444444444,0
ISIC_0035434,0.0069777777777777,0
ISIC_0035435,0.0017083333333333,0
ISIC_0035437,0.0006583333333333,0
ISIC_0035438,0.0014333333333333,0
ISIC_0035441,0.0005527777777777,0
ISIC_0035442,0.0342583333333333,1
ISIC_0035444,0.0067472222222222,0
ISIC_0035445,0.0738805555555555,1
ISIC_0035447,0.004275,0
ISIC_0035448,0.0019444444444444,0
ISIC_0035449,0.0193805555555555,0
ISIC_0035452,0.0004583333333333,0
ISIC_0035453,0.0005166666666666,0
ISIC_0035455,0.0009305555555555,0
ISIC_0035456,0.001575,0
ISIC_0035457,0.0260555555555555,1
ISIC_0035458,0.0035416666666666,0
ISIC_0035459,0.0009138888888888,0
ISIC_0035460,0.013075,0
ISIC_0035461,0.0015666666666666,0
ISIC_0035462,0.0015333333333333,0
ISIC_0035465,0.0101222222222222,0
ISIC_0035467,0.0002361111111111,0
ISIC_0035469,0.0013444444444444,0
ISIC_0035470,0.0004027777777777,0
ISIC_0035473,3.0555555555555554e-05,0
ISIC_0035474,0.0102694444444444,0
ISIC_0035476,0.0022611111111111,0
ISIC_0035477,0.0160527777777777,0
ISIC_0035478,0.0105444444444444,0
ISIC_0035479,0.0115388888888888,0
ISIC_0035480,0.0040833333333333,0
ISIC_0035481,0.0019472222222222,0
ISIC_0035482,0.0593055555555555,1
ISIC_0035483,0.0010111111111111,0
ISIC_0035484,0.0052222222222222,0
ISIC_0035485,0.0093666666666666,0
ISIC_0035486,0.0042777777777777,0
ISIC_0035488,0.0003,0
ISIC_0035489,0.0033861111111111,0
ISIC_0035491,0.0174333333333333,0
ISIC_0035492,0.0063111111111111,0
ISIC_0035493,0.0059388888888888,0
ISIC_0035494,0.0098333333333333,0
ISIC_0035495,8.888888888888889e-05,0
ISIC_0035496,0.0015333333333333,0
ISIC_0035497,0.0004861111111111,0
ISIC_0035498,0.0014527777777777,0
ISIC_0035499,0.000275,0
ISIC_0035500,0.0002083333333333,0
ISIC_0035501,0.000225,0
ISIC_0035503,0.0004805555555555,0
ISIC_0035505,0.0194083333333333,0
ISIC_0035506,0.0427,1
ISIC_0035507,0.0006722222222222,0
ISIC_0035508,0.0281527777777777,1
ISIC_0035509,0.0078583333333333,0
ISIC_0035510,0.0058583333333333,0
ISIC_0035512,6.111111111111111e-05,0
ISIC_0035513,0.0,0
ISIC_0035515,0.0012166666666666,0
ISIC_0035516,0.0115361111111111,0
ISIC_0035518,0.0039361111111111,0
ISIC_0035519,0.0007,0
ISIC_0035520,0.0018583333333333,0
ISIC_0035521,0.0008305555555555,0
